content_replicate,TimeToThreshold,RAF,MPR,MS
53P.-1_4,0,0,1.055445545,2.666666667
53P.-2_4,0,0,1.091269841,4.666666667
53P.-3_4,0,0,1.064761905,4.5
54P.-1_4,0,0,1.058585859,4
54P.-2_4,0,0,1.159509202,4.166666667
54P.-3_4,0,0,1.114893617,4.833333333
blank_1-20221110_M3,0,0,1.082452431,6.166666667
neg_1-20221110_M3,0,0,1.066,4
pos_1-20221110_M3,12,0.083333333,14.96707819,1122.333333
76P.-1_1,0,0,1.014344262,3.5
76P.-2_1,0,0,1.066666667,3.833333333
76P.-3_1,0,0,1.028761062,2.333333333
77P.-1_1,0,0,1.012903226,2.5
77P.-2_1,0,0,1.057026477,3
77P.-3_1,0,0,1.106212425,5.5
78P.-1_1,0,0,1.121399177,5.666666667
78P.-2_1,0,0,1.082452431,3.833333333
78P.-3_1,0,0,1.144654088,7.166666667
blank_2-20221110_M3,0,0,1.086956522,7.833333333
neg_2-20221110_M3,0,0,1.074534161,3
pos_2-20221110_M3,9,0.111111111,14.47034765,1094.833333
76P.-1_2,0,0,1,1.166666667
76P.-2_2,0,0,1,2.166666667
76P.-3_2,0,0,1.014,2.5
77P.-1_2,0,0,1.026476578,1.666666667
77P.-2_2,0,0,1.037475345,2.666666667
77P.-3_2,7.5,0.133333333,10.53438114,770.1666667
78P.-1_2,0,0,1.052631579,3.333333333
78P.-2_2,0,0,1.021097046,1.666666667
78P.-3_2,0,0,1.060542797,3.5
blank_3-20221110_M3,0,0,1.016528926,2
neg_3-20221110_M3,0,0,1.059917355,3.166666667
pos_3-20221110_M3,10.5,0.095238095,16.40993789,1220.833333
76P.-1_3,0,0,1.002053388,2.333333333
76P.-2_3,0,0,1.03815261,3.333333333
76P.-3_3,0,0,1.03968254,3.333333333
77P.-1_3,0,0,1.006097561,1.833333333
77P.-2_3,0,0,1.001996008,1.833333333
77P.-3_3,0,0,1.002008032,3
78P.-1_3,0,0,1.026915114,2
78P.-2_3,0,0,1.014492754,1.833333333
78P.-3_3,0,0,1.026530612,2.833333333
blank_4-20221110_M3,0,0,1.062753036,3.5
neg_4-20221110_M3,0,0,1.071574642,4.166666667
pos_4-20221110_M3,10.5,0.095238095,17.83193277,1331.833333
76P.-1_4,0,0,1.022357724,3.166666667
76P.-2_4,0,0,1.006147541,2
76P.-3_4,0,0,1.012072435,1.666666667
77P.-1_4,0,0,1.016161616,2.166666667
77P.-2_4,0,0,1.028282828,2.166666667
77P.-3_4,0,0,1.010060362,2.333333333
78P.-1_4,0,0,1.044025157,3.5
78P.-2_4,0,0,1.010351967,2
78P.-3_4,0,0,1.117647059,7.833333333
blank_5-20221110_M3,0,0,1.046277666,3.166666667
neg_5-20221110_M3,46.5,0.021505376,15.58521561,1184.833333
pos_5-20221110_M3,11.25,0.088888889,21.0513347,1624.666667
80P.-1_1,0,0,1.035502959,2.833333333
80P.-2_1,0,0,1,1.5
80P.-3_1,0,0,1.035643564,3.833333333
81P.-1_1,0,0,1.01084991,3.166666667
81P.-2_1,0,0,1.072434608,3.5
81P.-3_1,0,0,1.02584493,2.5
82P.-1_1,0,0,1.01369863,2
82P.-2_1,0,0,1.113168724,5.833333333
82P.-3_1,0,0,1.088,5.833333333
blank_6-20221110_M3,0,0,1.015779093,2.166666667
neg_6-20221110_M3,0,0,1.052192067,3.166666667
pos_6-20221110_M3,10.5,0.095238095,16.17311609,1236
80P.-1_2,0,0,1,1.833333333
80P.-2_2,0,0,1.006024096,2.333333333
80P.-3_2,0,0,1.16293279,14.33333333
81P.-1_2,0,0,1,3.166666667
81P.-2_2,0,0,1.065439673,4.166666667
81P.-3_2,0,0,1.016161616,1.833333333
82P.-1_2,0,0,1.064449064,3.5
82P.-2_2,0,0,1.108384458,5.166666667
82P.-3_2,0,0,1.079166667,4.666666667
blank_7-20221110_M3,0,0,1.057377049,3.166666667
neg_7-20221110_M3,0,0,1.026804124,3.166666667
pos_7-20221110_M3,10.5,0.095238095,15.50204918,1154.333333
80P.-1_3,0,0,1.035856574,3.833333333
80P.-2_3,0,0,1.022267206,2.333333333
80P.-3_3,0,0,1.031683168,2.833333333
81P.-1_3,0,0,1.022044088,3.166666667
81P.-2_3,0,0,1.042857143,2.666666667
81P.-3_3,0,0,1.08436214,6.333333333
82P.-1_3,0,0,1.077235772,3.166666667
82P.-2_3,0,0,1.035196687,1.666666667
82P.-3_3,0,0,1.058333333,4.333333333
blank_8-20221110_M3,0,0,1.021052632,2.166666667
neg_8-20221110_M3,0,0,1.02742616,2
pos_8-20221110_M3,11.25,0.088888889,16.9002079,1247
80P.-1_4,0,0,1.024390244,2.333333333
80P.-2_4,0,0,1.020449898,1.666666667
80P.-3_4,0,0,1.043298969,3.5
81P.-1_4,0,0,1.040322581,3.166666667
81P.-2_4,0,0,1.048780488,2.833333333
81P.-3_4,0,0,1.029227557,2.333333333
82P.-1_4,0,0,1.051666667,8.5
82P.-2_4,0,0,1.050209205,2
82P.-3_4,0,0,1.021097046,2.833333333
blank_1-20221110_M3,0,0,1.08,5.833333333
neg_1-20221110_M3,0,0,1.025,2.333333333
pos_1-20221110_M3,14.25,0.070175439,17.74835886,1262.5
56P.-1_1,0,0,1.078891258,5
56P.-2_1,0,0,1.082105263,5.833333333
56P.-3_1,0,0,1.097664544,6.5
57P.-1_1,0,0,1.125,8
57P.-2_1,0,0,1.11827957,6.166666667
57P.-3_1,0,0,1.010504202,2.833333333
58P.-1_1,0,0,1.10845987,6.166666667
58P.-2_1,0,0,1.158227848,9.166666667
58P.-3_1,0,0,1.134920635,6.166666667
blank_2-20221110_M3,0,0,1.08428246,5.166666667
neg_2-20221110_M3,0,0,1.094252874,4.666666667
pos_2-20221110_M3,14.25,0.070175439,17.31026253,1118.833333
56P.-1_2,0,0,1.050884956,4.666666667
56P.-2_2,0,0,1.031390135,1.833333333
56P.-3_2,0,0,1.015452539,3.333333333
57P.-1_2,0,0,1.022026432,2.166666667
57P.-2_2,0,0,1.060538117,2.666666667
57P.-3_2,0,0,1.017094017,3.5
58P.-1_2,0,0,1.04494382,3.166666667
58P.-2_2,0,0,1.015184382,3
58P.-3_2,0,0,1.058947368,4.5
blank_3-20221110_M3,0,0,1.071269488,3.166666667
neg_3-20221110_M3,0,0,1.043879908,2.5
pos_3-20221110_M3,15,0.066666667,16.01111111,1123.833333
56P.-1_3,0,0,1.013333333,2.5
56P.-2_3,0,0,1.00443459,3.333333333
56P.-3_3,0,0,1.041666667,3.5
57P.-1_3,0,0,1.011086475,2
57P.-2_3,0,0,1.036956522,2.666666667
57P.-3_3,0,0,1.075388027,5
58P.-1_3,0,0,1.077951002,7.166666667
58P.-2_3,0,0,1.13174946,8.166666667
58P.-3_3,0,0,1.132196162,5
blank_4-20221110_M3,0,0,1,2.5
neg_4-20221110_M3,0,0,1.030373832,3.166666667
pos_4-20221110_M3,13.5,0.074074074,16.40540541,1135.166667
56P.-1_4,0,0,1.022123894,2.666666667
56P.-2_4,0,0,1,3.666666667
56P.-3_4,0,0,1.020089286,2.833333333
57P.-1_4,0,0,1.030905077,2.5
57P.-2_4,0,0,1.017817372,3.5
57P.-3_4,0,0,1.043859649,3.5
58P.-1_4,0,0,1.028508772,3.666666667
58P.-2_4,0,0,1.079059829,4.666666667
58P.-3_4,0,0,1.145299145,4.333333333
blank_5-20221110_M3,0,0,1.058558559,4.333333333
neg_5-20221110_M3,0,0,1.023364486,2.833333333
pos_5-20221110_M3,12.75,0.078431373,22.96252927,1544.833333
60P.-1_1,0,0,1.10782241,5.166666667
60P.-2_1,0,0,1.022172949,3.5
60P.-3_1,0,0,1.010964912,2.666666667
64P.-1_1,8.25,0.121212121,18.0734127,1363.166667
64P.-2_1,0,0,1.016842105,4.666666667
64P.-3_1,0,0,1.099137931,5.666666667
65P.-1_1,17.25,0.057971014,19.69214876,1483.833333
65P.-2_1,12.75,0.078431373,16.62553191,1215.333333
65P.-3_1,0,0,1.104627767,5.833333333
blank_6-20221114_M2,0,0,1.101809955,5
neg_6-20221114_M2,0,0,1.107061503,7.166666667
pos_6-20221114_M2,17.25,0.057971014,12.15777262,769.1666667
60P.-1_2,0,0,1.040268456,4.833333333
60P.-2_2,0,0,1.05664488,5.666666667
60P.-3_2,0,0,1.015217391,5.166666667
64P.-1_2,9,0.111111111,17.21298174,1322
64P.-2_2,0,0,1.012765957,2.333333333
64P.-3_2,0,0,1.040598291,3.333333333
65P.-1_2,14.25,0.070175439,16.16025641,1054.333333
65P.-2_2,22.5,0.044444444,15.1125,1114.833333
65P.-3_2,0,0,1.021653543,2.666666667
blank_7-20221114_M2,0,0,1.049773756,3.333333333
neg_7-20221114_M2,0,0,1.104116223,5.5
pos_7-20221114_M2,9.75,0.102564103,33.38425926,2197.5
60P.-1_3,0,0,1.031674208,4.166666667
60P.-2_3,0,0,1.014893617,2.166666667
60P.-3_3,0,0,1.045652174,3
64P.-1_3,8.25,0.121212121,18.88709677,1451
64P.-2_3,0,0,1.026431718,3.166666667
64P.-3_3,0,0,1.040089087,3.5
65P.-1_3,18,0.055555556,14.79830149,923
65P.-2_3,27.75,0.036036036,25.72564612,1739.5
65P.-3_3,0,0,1.020408163,4.666666667
blank_8-20221114_M2,0,0,1.052132701,2
neg_8-20221114_M2,0,0,1.040380048,3.166666667
pos_8-20221114_M2,17.25,0.057971014,13.44470046,882
60P.-1_4,0,0,1.099778271,5
60P.-2_4,0,0,1.022026432,3.166666667
60P.-3_4,0,0,1.037117904,4
64P.-1_4,10.5,0.095238095,21.63599182,1676.666667
64P.-2_4,0,0,1.006666667,2.166666667
64P.-3_4,0,0,1.058212058,5.166666667
65P.-1_4,17.25,0.057971014,13.91372549,1037.166667
65P.-2_4,21.75,0.045977011,14.83653846,1134.166667
65P.-3_4,0,0,1.010752688,6.333333333
blank_1-20221114_M2,0,0,1.097759674,11.16666667
neg_1-20221114_M2,0,0,1.197916667,14.16666667
pos_1-20221114_M2,12,0.083333333,19.73361522,1432.833333
66P.-1_1,36.75,0.027210884,10.60887949,746.5
66P.-2_1,0,0,1.149019608,9
66P.-3_1,0,0,1.233870968,8.333333333
68P.-1_1,30,0.033333333,14.26459144,1121
68P.-2_1,0,0,1.189516129,9
68P.-3_1,0,0,1.085020243,5
69P.-1_1,6.75,0.148148148,13.74953959,1155.333333
69P.-2_1,9,0.111111111,13.71926606,1153.333333
69P.-3_1,15.75,0.063492063,18.0455408,1496
blank_2-20221114_M2,0,0,1.118681319,9.666666667
neg_2-20221114_M2,0,0,1.135029354,13.66666667
pos_2-20221114_M2,13.5,0.074074074,18.05,1298.833333
66P.-1_2,15.75,0.063492063,18.14473684,1212.166667
66P.-2_2,0,0,1.049462366,2.5
66P.-3_2,0,0,1.104255319,7.5
68P.-1_2,29.25,0.034188034,18.2737069,1326.5
68P.-2_2,0,0,1.00867679,1.5
68P.-3_2,0,0,1.006382979,2.666666667
69P.-1_2,7.5,0.133333333,12.28599222,967.5
69P.-2_2,11.25,0.088888889,22.28752643,1640
69P.-3_2,16.5,0.060606061,22.76859504,1751
blank_3-20221114_M2,0,0,1.096359743,7.666666667
neg_3-20221114_M2,0,0,1.081545064,3.666666667
pos_3-20221114_M2,15,0.066666667,19.01538462,1360
66P.-1_3,14.25,0.070175439,15.75518672,1183.833333
66P.-2_3,0,0,1.023404255,1.833333333
66P.-3_3,0,0,1.019148936,2
68P.-1_3,0,0,1.067073171,5.5
68P.-2_3,0,0,1,1
68P.-3_3,0,0,1.008658009,1.5
69P.-1_3,8.25,0.121212121,17.0227704,1403.833333
69P.-2_3,13.5,0.074074074,14.91331924,1093.166667
69P.-3_3,18.75,0.053333333,13.21626984,1022
blank_4-20221114_M2,0,0,1.040169133,4.833333333
neg_4-20221114_M2,0,0,1.035634744,3.333333333
pos_4-20221114_M2,12,0.083333333,27.46750524,2092.666667
66P.-1_4,21,0.047619048,29.6517094,2174.833333
66P.-2_4,0,0,1.034482759,3.333333333
66P.-3_4,0,0,1.010615711,2
68P.-1_4,0,0,1.038054968,3.333333333
68P.-2_4,29.25,0.034188034,24.84804928,1934.166667
68P.-3_4,0,0,1.030120482,4.666666667
69P.-1_4,8.25,0.121212121,15.22222222,1220.333333
69P.-2_4,18.75,0.053333333,9.891566265,714.6666667
69P.-3_4,18.75,0.053333333,17.97029703,1425.666667
blank_5-20221114_M2,0,0,1.085339168,3.5
neg_5-20221114_M2,0,0,1.037199125,3
pos_5-20221114_M2,12,0.083333333,30.56832972,2002.5
70P.-1_1,7.5,0.133333333,23.56722689,1643.666667
70P.-2_1,11.25,0.088888889,19.21914894,1395.5
70P.-3_1,12.75,0.078431373,18.71779141,1445
72P.-1_1,17.25,0.057971014,18.21757322,1313.5
72P.-2_1,0,0,1.023706897,3
72P.-3_1,0,0,1.099009901,7.833333333
74P.-1_1,0,0,1.037974684,3.166666667
74P.-2_1,0,0,1.013157895,4.166666667
74P.-3_1,0,0,1.062146893,10.16666667
blank_6-20221114_M2,0,0,1.023965142,2.833333333
neg_6-20221114_M2,0,0,1.045454545,3
pos_6-20221114_M2,14.25,0.070175439,19.35117773,1420.666667
70P.-1_2,6.75,0.148148148,17.54674797,1355.333333
70P.-2_2,9.75,0.102564103,18.36554622,1312
70P.-3_2,16.5,0.060606061,47.81092437,3303.333333
72P.-1_2,14.25,0.070175439,14.97525773,1125.166667
72P.-2_2,0,0,1.056112224,6.5
72P.-3_2,0,0,1.030241935,3.833333333
74P.-1_2,0,0,1.074152542,6.166666667
74P.-2_2,0,0,1.103921569,9
74P.-3_2,0,0,1.118473896,7.166666667
blank_7-20221114_M2,0,0,1.085774059,5.333333333
neg_7-20221114_M2,0,0,1.083516484,6.166666667
pos_7-20221114_M2,18,0.055555556,38.50675676,2745.666667
70P.-1_3,6.75,0.148148148,30.80421053,2357.666667
70P.-2_3,9,0.111111111,54.23108384,4282.833333
70P.-3_3,14.25,0.070175439,19.35091278,1502
72P.-1_3,18,0.055555556,26.71428571,2101.166667
72P.-2_3,30,0.033333333,12.78234086,949.1666667
72P.-3_3,20.25,0.049382716,13.5661157,1001.333333
74P.-1_3,0,0,1.023404255,3.333333333
74P.-2_3,0,0,1.078853047,6.833333333
74P.-3_3,0,0,1.073756432,9.833333333
blank_8-20221114_M2,0,0,1.069565217,3.166666667
neg_8-20221114_M2,0,0,1.072052402,6.5
pos_8-20221114_M2,16.5,0.060606061,13.32751092,850.1666667
70P.-1_4,6,0.166666667,13.35483871,1023.666667
70P.-2_4,9,0.111111111,19.38028169,1503.666667
70P.-3_4,14.25,0.070175439,15.80081301,1175.333333
72P.-1_4,21,0.047619048,24.93763441,1852
72P.-2_4,28.5,0.035087719,12.64179104,902.5
72P.-3_4,0,0,1.097613883,4.333333333
74P.-1_4,0,0,1.072961373,5
74P.-2_4,0,0,1.1,7.5
74P.-3_4,0,0,1.12959381,7.666666667
blank_1-20221114_M2,0,0,1.147509579,12.66666667
neg_1-20221114_M2,0,0,1.21124031,16.16666667
pos_1-20221114_M2,12,0.083333333,14.65461847,1132.333333
84P.-1_1,0,0,1.152749491,10.33333333
84P.-2_1,0,0,1.011214953,10.16666667
84P.-3_1,0,0,1.059925094,7
86P.-1_1,0,0,1.146586345,8.333333333
86P.-2_1,0,0,1.155844156,15.66666667
86P.-3_1,0,0,1.084980237,8.833333333
88P.-1_1,0,0,1.041015625,5
88P.-2_1,0,0,1.077689243,7.333333333
88P.-3_1,0,0,1.294117647,21.5
blank_2-20221114_M2,0,0,1.17987152,8
neg_2-20221114_M2,0,0,1.134615385,8
pos_2-20221114_M2,9,0.111111111,17.4508547,1282.166667
84P.-1_2,0,0,1.248917749,15
84P.-2_2,0,0,1.077894737,5.833333333
84P.-3_2,0,0,1.169527897,8.5
86P.-1_2,0,0,1.325,13
86P.-2_2,0,0,1.114470842,3.833333333
86P.-3_2,0,0,1.079429735,7.833333333
88P.-1_2,0,0,1.168067227,13.5
88P.-2_2,0,0,1.079918033,7.666666667
88P.-3_2,0,0,1.089795918,5.333333333
blank_3-20221114_M2,0,0,1.211693548,21.83333333
neg_3-20221114_M2,0,0,1.247807018,9.833333333
pos_3-20221114_M2,9,0.111111111,16.30800821,1238
84P.-1_3,0,0,1.106521739,6.833333333
84P.-2_3,0,0,1.104121475,3.833333333
84P.-3_3,0,0,1.056155508,4.333333333
86P.-1_3,0,0,1.241304348,16.83333333
86P.-2_3,0,0,1.086868687,6.333333333
86P.-3_3,0,0,1.077405858,5.333333333
88P.-1_3,0,0,1.189309577,4.833333333
88P.-2_3,0,0,1.098901099,6.5
88P.-3_3,0,0,1.116564417,12.16666667
blank_4-20221114_M2,0,0,1.177966102,9.333333333
neg_4-20221114_M2,0,0,1.158227848,8.333333333
pos_4-20221114_M2,8.25,0.121212121,15.87551867,1193.166667
84P.-1_4,0,0,1.127192982,7.166666667
84P.-2_4,0,0,1.115853659,8.666666667
84P.-3_4,0,0,1.143167028,5.833333333
86P.-1_4,0,0,1.158227848,5.833333333
86P.-2_4,0,0,1.137860082,9.166666667
86P.-3_4,0,0,1.169164882,8.166666667
88P.-1_4,0,0,1.064516129,3.666666667
88P.-2_4,0,0,1.189427313,9.5
88P.-3_4,0,0,1.236734694,9.5
blank_5-20221114_M2,0,0,1.229166667,11.33333333
neg_5-20221114_M2,0,0,1.18275154,10.66666667
pos_5-20221114_M2,10.5,0.095238095,14.80324544,1131.166667
89P.-1_1,0,0,1.098,9
89P.-2_1,0,0,1.154150198,12
89P.-3_1,0,0,1.151578947,7.833333333
90P.-1_1,0,0,1.106854839,9.666666667
90P.-2_1,0,0,1.093877551,6.5
90P.-3_1,0,0,1.079207921,7.833333333
92P.-1_1,0,0,1.134297521,11
92P.-2_1,0,0,1.1171875,9.666666667
92P.-3_1,0,0,1.272540984,11.16666667
blank_6-20221114_M2,44.25,0.02259887,2.881528662,276.3333333
neg_6-20221114_M2,0,0,1.190578158,10.66666667
pos_6-20221114_M2,7.5,0.133333333,15.18163673,1165.166667
89P.-1_2,0,0,1.20292887,12.66666667
89P.-2_2,0,0,1.109756098,7.333333333
89P.-3_2,0,0,1.146137787,10.5
90P.-1_2,0,0,1.146881288,12.33333333
90P.-2_2,0,0,1.236401674,10.33333333
90P.-3_2,0,0,1.072614108,8.333333333
92P.-1_2,0,0,1.171026157,12.66666667
92P.-2_2,0,0,1.22244898,10.5
92P.-3_2,0,0,1.173333333,14.83333333
blank_7-20221114_M2,0,0,1.211790393,10.5
neg_7-20221114_M2,0,0,1.274841438,11.66666667
pos_7-20221114_M2,9,0.111111111,12.74137931,909.6666667
89P.-1_3,0,0,1.214583333,14.66666667
89P.-2_3,0,0,1.168539326,16.16666667
89P.-3_3,0,0,1.057377049,7.5
90P.-1_3,0,0,1.222222222,14.66666667
90P.-2_3,0,0,1.048192771,6.5
90P.-3_3,0,0,1.221276596,11.66666667
92P.-1_3,0,0,1.164583333,8.666666667
92P.-2_3,0,0,1.116326531,11.33333333
92P.-3_3,0,0,1.358925144,28.83333333
blank_8-20221114_M2,0,0,1.178423237,11.33333333
neg_8-20221114_M2,0,0,1.098739496,7.333333333
pos_8-20221114_M2,9,0.111111111,12.64739884,918
89P.-1_4,0,0,1.207877462,10.33333333
89P.-2_4,0,0,1.156701031,11
89P.-3_4,0,0,1.120654397,10.16666667
90P.-1_4,0,0,1.175257732,9
90P.-2_4,0,0,1.30625,19
90P.-3_4,0,0,1.159827214,8
92P.-1_4,0,0,1.025821596,2.5
92P.-2_4,0,0,1.586813187,37.16666667
92P.-3_4,0,0,1.251111111,7.333333333
blank_1-20221114_M2,0,0,1.064551422,7.833333333
neg_1-20221114_M2,0,0,1.056034483,8.833333333
pos_1-20221114_M2,18,0.055555556,10.69063927,1408.833333
93P.-1_1,0,0,1.068181818,8
93P.-2_1,0,0,1.067833698,9.333333333
93P.-3_1,0,0,1.080818966,11.33333333
94P.-1_1,0,0,1.055734191,5.833333333
94P.-2_1,0,0,1.045454545,7.166666667
94P.-3_1,0,0,1.048439182,6.666666667
96P.-1_1,0,0,1.046994536,6.333333333
96P.-2_1,0,0,1.060737527,10.33333333
96P.-3_1,0,0,1.028511088,6.833333333
blank_2-20221114_M2,0,0,1.0378198,4.5
neg_2-20221114_M2,0,0,1.009174312,3.166666667
pos_2-20221114_M2,12.75,0.078431373,8.872852234,1127.666667
93P.-1_2,0,0,1.078021978,6.5
93P.-2_2,0,0,1.024236038,8.666666667
93P.-3_2,0,0,1.059275521,8.666666667
94P.-1_2,0,0,1.048298573,7.333333333
94P.-2_2,0,0,1.040614709,5.333333333
94P.-3_2,0,0,1.068157614,10.33333333
96P.-1_2,0,0,1.061797753,7.833333333
96P.-2_2,0,0,1.042857143,8.666666667
96P.-3_2,0,0,1.032017076,9.333333333
blank_3-20221114_M2,0,0,1.060335196,7.333333333
neg_3-20221114_M2,0,0,1.063901345,6
pos_3-20221114_M2,10.5,0.095238095,10.4671126,1398.5
93P.-1_3,0,0,1.075492341,7.666666667
93P.-2_3,0,0,1.040793826,3.666666667
93P.-3_3,0,0,1.058951965,8.833333333
94P.-1_3,0,0,1.061659193,6.666666667
94P.-2_3,0,0,1.043035108,5.166666667
94P.-3_3,0,0,1.027964206,4.333333333
96P.-1_3,0,0,1.052287582,9.166666667
96P.-2_3,0,0,1.057174888,6
96P.-3_3,0,0,1.045203969,6.166666667
blank_4-20221114_M2,0,0,1.034792368,5.5
neg_4-20221114_M2,0,0,1.046875,4.5
pos_4-20221114_M2,8.25,0.121212121,9,1184.833333
93P.-1_4,0,0,1.044613711,5.5
93P.-2_4,0,0,1.016913319,4.5
93P.-3_4,0,0,1.081051479,8.166666667
94P.-1_4,0,0,1.011111111,6.333333333
94P.-2_4,0,0,1.022624434,3.666666667
94P.-3_4,0,0,1.039779006,5.166666667
96P.-1_4,0,0,1.030371204,3.166666667
96P.-2_4,0,0,1.041202673,5
96P.-3_4,0,0,1.063205418,6.5
blank_5-20221114_M2,0,0,1.042763158,6.666666667
neg_5-20221114_M2,0,0,1.000831255,2.333333333
pos_5-20221114_M2,10.5,0.095238095,8.272727273,1098.833333
98P.-1_1,0,0,1.026539278,6
98P.-2_1,0,0,1.028747433,8.666666667
98P.-3_1,0,0,1.040554963,5.166666667
100P.-1_1,0,0,1.063348416,9.166666667
100P.-2_1,0,0,1.056415929,10
100P.-3_1,0,0,1.062015504,8
101P.-1_1,0,0,1.036105033,4.833333333
101P.-2_1,0,0,1.046002191,7.166666667
101P.-3_1,0,0,1.056892779,8.666666667
blank_6-20221114_M2,0,0,1.04381161,5.833333333
neg_6-20221114_M2,0,0,1.027654867,5
pos_6-20221114_M2,14.25,0.070175439,13.29143493,1749.333333
98P.-1_2,0,0,1.069370331,11.16666667
98P.-2_2,0,0,1.03190319,4.666666667
98P.-3_2,0,0,1.035407725,7
100P.-1_2,0,0,1.073170732,9
100P.-2_2,0,0,1.075977654,8.166666667
100P.-3_2,0,0,1.013978495,5.333333333
101P.-1_2,0,0,1.038631347,6.333333333
101P.-2_2,0,0,1.064835165,7.5
101P.-3_2,0,0,1.043432203,8.166666667
blank_7-20221114_M2,0,0,1.020338983,4.833333333
neg_7-20221114_M2,0,0,1.025258324,7.333333333
pos_7-20221114_M2,14.25,0.070175439,10.25558036,1336
98P.-1_3,0,0,1.061375661,7
98P.-2_3,0,0,1.024943311,3.166666667
98P.-3_3,0,0,1.039430449,5
100P.-1_3,0,0,1.034254144,7.333333333
100P.-2_3,0,0,1.007667032,3
100P.-3_3,0,0,1.01607717,6.166666667
101P.-1_3,0,0,1.046103183,5.666666667
101P.-2_3,0,0,1.028697572,4
101P.-3_3,0,0,1.036026201,7
blank_8-20221114_M2,0,0,1.045402951,5.166666667
neg_8-20221114_M2,0,0,1.035955056,5.333333333
pos_8-20221114_M2,9,0.111111111,7.484143763,1005.5
98P.-1_4,0,0,1.042410714,5.833333333
98P.-2_4,0,0,1.043329532,3.666666667
98P.-3_4,0,0,1.019128587,7
100P.-1_4,0,0,1.023706897,5.5
100P.-2_4,0,0,1.046758767,4.666666667
100P.-3_4,0,0,1.068508287,6.833333333
101P.-1_4,0,0,1.045454545,4.833333333
101P.-2_4,0,0,1.045154185,5.5
101P.-3_4,0,0,1.041019956,6.666666667
blank_1-20221114_M2,0,0,1.060294118,12.66666667
neg_1-20221114_M2,0,0,1.041666667,3.333333333
pos_1-20221114_M2,10.5,0.095238095,15.79623824,1569.5
102P.-1_1,0,0,1.090625,9
102P.-2_1,0,0,1.059294872,5.666666667
102P.-3_1,0,0,1.093701997,7
104P.-1_1,0,0,1.11627907,8.666666667
104P.-2_1,0,0,1.130578512,5.166666667
104P.-3_1,0,0,1.072727273,5.166666667
105P.-1_1,0,0,1.047058824,5.166666667
105P.-2_1,0,0,1.07154213,6.666666667
105P.-3_1,0,0,1.118589744,7.5
blank_2-20221114_M2,0,0,1.085385878,6.333333333
neg_2-20221114_M2,0,0,1.001760563,3
pos_2-20221114_M2,12,0.083333333,18.82537068,1800.833333
102P.-1_2,0,0,1.071082391,5.333333333
102P.-2_2,0,0,1.063517915,3.333333333
102P.-3_2,0,0,1.013490725,3.166666667
104P.-1_2,0,0,1.075949367,6
104P.-2_2,0,0,1.013513514,4.166666667
104P.-3_2,0,0,1.044520548,5.833333333
105P.-1_2,0,0,1.078559738,6.833333333
105P.-2_2,0,0,1.0752,7
105P.-3_2,0,0,1.056856187,3.5
blank_3-20221114_M2,0,0,1.103040541,6.166666667
neg_3-20221114_M2,0,0,1.022608696,4.166666667
pos_3-20221114_M2,11.25,0.088888889,19.28501629,1804.5
102P.-1_3,0,0,1.088379705,5.166666667
102P.-2_3,0,0,1.039344262,5
102P.-3_3,0,0,1.279032258,27.66666667
104P.-1_3,0,0,1.024834437,3.333333333
104P.-2_3,0,0,1.038333333,4
104P.-3_3,0,0,1.098228663,7.666666667
105P.-1_3,0,0,1.087248322,5.166666667
105P.-2_3,0,0,1.087662338,7.666666667
105P.-3_3,0,0,1.039316239,3
blank_4-20221114_M2,0,0,1.056218058,3.666666667
neg_4-20221114_M2,0,0,1.064891847,4.833333333
pos_4-20221114_M2,12.75,0.078431373,15.09032258,1452.5
102P.-1_4,0,0,1.067880795,4.333333333
102P.-2_4,0,0,1.049916805,3.166666667
102P.-3_4,0,0,1.034941764,2.833333333
104P.-1_4,0,0,1.096563011,5.833333333
104P.-2_4,0,0,1.045454545,3.666666667
104P.-3_4,0,0,1.054098361,5.333333333
105P.-1_4,0,0,1.112,8.833333333
105P.-2_4,0,0,1.188333333,12
105P.-3_4,0,0,1.05704698,4.5
blank_5-20221114_M2,0,0,1.037037037,4
neg_5-20221114_M2,0,0,1.024955437,2.5
pos_5-20221114_M2,12,0.083333333,14.43163097,1352.333333
106P.-1_1,0,0,1.119281046,9.5
106P.-2_1,0,0,1.123794212,6.666666667
108P.-1_1,0,0,1.094003241,5.166666667
108P.-2_1,0,0,1.162295082,8.166666667
blank_6-20221115_M4,0,0,2.412256267,70.5
neg_6-20221115_M4,0,0,1.014204545,2.166666667
pos_6-20221115_M4,0,0,3.872093023,110.3333333
106P.-1_2,0,0,1.022608696,2.666666667
106P.-2_2,0,0,1.021466905,2.333333333
108P.-1_2,0,0,1.086460033,6.5
108P.-2_2,0,0,1.058064516,5.666666667
blank_7-20221115_M4,0,0,1.077669903,5
neg_7-20221115_M4,0,0,1.094339623,7.333333333
pos_7-20221115_M4,0,0,1.070967742,7.166666667
106P.-1_3,0,0,1.027624309,2.333333333
106P.-2_3,0,0,3.269340974,74.5
108P.-1_3,0,0,1.011146497,4.166666667
108P.-2_3,0,0,1.012006861,3.666666667
blank_8-20221115_M4,0,0,1.05511811,6.5
neg_8-20221115_M4,0,0,1.038897893,3
pos_8-20221115_M4,0,0,1.061976549,3.833333333
106P.-1_4,0,0,1.109677419,6.666666667
106P.-2_4,0,0,1.116666667,7.833333333
